"Curve","USDA_Species_Code","CO2frac","Sample_Date","Year","Sample_ID","Replicate","QC","Tleaf","Photo","Ci","CO2S","VpdA","RH_S","Tair","PARi","Press","Cond","BLCond","Trmmol","FTime","Ebal","VpdL","CTleaf","Area","BLC_1","StmRat","TBlk","CO2R","H2OR","H2OS","RH_R","Flow","PARo","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R_W_m2","Tl_minus_Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","CndCO2","Ci_Pa","Ci_Ca","RHsfc","C2sfc","AHs_Cs"
2,"CAAQ",7,20120712,2012,63,-9999,NA,19.74159779,7.6028485285,161.6875172,191.38882445,0.5958308955,72.66113663,18.29630375,1999.9953615,100.74203875,0.481969105,-9999,-9999,-9999,-9999,0.7760179785,-9999,2.025000095,-9999,-9999,-9999,194.73062135,-9999,-9999,66.257656095,-9999,516.31884765,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.845060692,-9999,-9999,-9999
2,"CAAQ",8,20120712,2012,63,-9999,NA,19.78141478,10.66155289,212.0702813,254.1273956,0.605373526,72.46146393,18.30063438,1998.440674,100.7410583,0.474545415,-9999,-9999,-9999,-9999,0.785547316,-9999,2.025000095,-9999,-9999,-9999,258.7935791,-9999,-9999,66.09951019,-9999,510.3690796,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.834503816,-9999,-9999,-9999
2,"CAAQ",9,20120712,2012,63,-9999,NA,19.98361645,16.956098643,294.6031975,382.176661183333,0.5478833145,75.013641355,18.2121445333333,1999.61907966667,100.730899816667,0.433492049666667,-9999,-9999,-9999,-9999,0.770764278833333,-9999,2.510833422,-9999,-9999,-9999,390.272008266667,-9999,-9999,69.144299825,-9999,524.0557251,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.770841020333333,-9999,-9999,-9999
2,"CAAQ",10,20120712,2012,63,-9999,NA,19.80193862,20.12954517,415.0590316,490.2907104,0.578573623,73.84788513,18.32972717,2001.621338,100.7389221,0.505195953,-9999,-9999,-9999,-9999,0.756358008,-9999,2.025000095,-9999,-9999,-9999,499.1270142,-9999,-9999,67.38082886,-9999,497.5807495,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.846556997,-9999,-9999,-9999
2,"CAAQ",11,20120712,2012,63,-9999,NA,19.82895647,26.107422515,664.0750993,762.74990845,0.5801901115,73.972450255,18.3436594,1999.4157715,100.73997115,0.5099455235,-9999,-9999,-9999,-9999,0.756260685,-9999,2.025000095,-9999,-9999,-9999,774.3927002,-9999,-9999,67.443653105,-9999,498.6634674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.86952111,-9999,-9999,-9999
2,"CAAQ",12,20120712,2012,63,-9999,NA,19.89657642,30.68510929,1060.59117,1185.711426,0.583007273,73.93680573,18.35033989,2000.119873,100.7389908,0.480364713,-9999,-9999,-9999,-9999,0.766146497,-9999,2.025000095,-9999,-9999,-9999,1199.745239,-9999,-9999,67.68447876,-9999,495.1833191,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.894476638,-9999,-9999,-9999
2,"CAAQ",14,20120712,2012,63,-9999,NA,20.00059161,32.45683443,1444.108671,1583.916626,0.591988878,73.95144653,18.38711548,1999.557861,100.7382889,0.466571172,-9999,-9999,-9999,-9999,0.777246586,-9999,2.025000095,-9999,-9999,-9999,1599.186035,-9999,-9999,67.78868866,-9999,488.6498413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.911732756,-9999,-9999,-9999
2,"CAAQ",15,20120712,2012,63,-9999,NA,20.1350475,33.729969,1830.966047,1983.53125,0.604093002,73.9863739,18.44657516,1998.266357,100.7380905,0.455854426,-9999,-9999,-9999,-9999,0.790261357,-9999,2.025000095,-9999,-9999,-9999,1999.843628,-9999,-9999,67.87353516,-9999,488.2075195,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.923084044,-9999,-9999,-9999
3,"PEFR5",2,20120712,2012,64.1,-9999,1,22.16358948,0.083568734,48.55242033,50.01692581,0.715869423,78.28044891,18.70181084,1999.268799,100.6311264,0.201068975,-9999,-9999,-9999,-9999,0.985731719,-9999,2,-9999,-9999,-9999,50.13863373,-9999,-9999,72.26119232,-9999,189.4308472,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.970719802,-9999,-9999,-9999
3,"PEFR5",4,20120712,2012,64.1,-9999,1,22.15539932,2.400684681,64.21454222,87.8210907,0.718409091,78.15040588,18.69118309,1999.871216,100.634758,0.174320131,-9999,-9999,-9999,-9999,0.988333981,-9999,2,-9999,-9999,-9999,89.52584839,-9999,-9999,72.90054321,-9999,188.7189636,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.731197275,-9999,-9999,-9999
3,"PEFR5",7,20120712,2012,64.1,-9999,1,22.20001984,7.946206452,99.12361127,169.2227783,0.711509212,78.58351135,18.7178154,1999.90625,100.6361389,0.190359948,-9999,-9999,-9999,-9999,0.98342157,-9999,2,-9999,-9999,-9999,174.7430267,-9999,-9999,72.89788055,-9999,187.3856506,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.585758089,-9999,-9999,-9999
3,"PEFR5",8,20120712,2012,64.1,-9999,1,22.2453289,12.77700105,128.3142583,240.9563293,0.71183216,78.70097351,18.73367882,1999.852173,100.6364822,0.189630575,-9999,-9999,-9999,-9999,0.986604205,-9999,2,-9999,-9999,-9999,249.7923584,-9999,-9999,73.02471161,-9999,186.104538,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.532520804,-9999,-9999,-9999
3,"PEFR5",9,20120712,2012,64.1,-9999,1,22.20850086,21.274012995,201.4832595,375.90470885,0.71443007,78.441425325,18.74357796,2000.949768,100.6315727,0.205358195,-9999,-9999,-9999,-9999,0.985182453,-9999,2,-9999,-9999,-9999,390.6248932,-9999,-9999,72.311519625,-9999,188.6631546,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5359757185,-9999,-9999,-9999
3,"PEFR5",10,20120712,2012,64.1,-9999,1,22.39156151,30.80463162,293.2323153,528.6090088,0.744751842,77.51704407,18.85483551,2001.356079,100.6275711,0.220014514,-9999,-9999,-9999,-9999,1.023571955,-9999,2,-9999,-9999,-9999,549.9804688,-9999,-9999,70.75589752,-9999,194.3488464,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5547244,-9999,-9999,-9999
3,"PEFR5",11,20120712,2012,64.1,-9999,1,22.3732872,40.15355936,410.4189185,722.3168945,0.749300277,77.21994781,18.87365532,2001.488525,100.621666,0.216629758,-9999,-9999,-9999,-9999,1.025061171,-9999,2,-9999,-9999,-9999,750.2103882,-9999,-9999,70.55831146,-9999,195.9333344,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.568197867,-9999,-9999,-9999
3,"PEFR5",12,20120712,2012,64.1,-9999,1,22.25786781,47.92220024,595.6889762,967.7798462,0.749078408,76.87605286,18.8432579,2001.962769,100.6235428,0.217737604,-9999,-9999,-9999,-9999,1.016780838,-9999,2,-9999,-9999,-9999,1001.215393,-9999,-9999,70.22399902,-9999,197.7092285,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.615521163,-9999,-9999,-9999
3,"PEFR5",13,20120712,2012,64.1,-9999,1,22.28640366,54.76636175,934.9032146,1361.593018,0.757717335,76.54290771,18.86939621,2000.812134,100.6205673,0.219324903,-9999,-9999,-9999,-9999,1.026009508,-9999,2,-9999,-9999,-9999,1400.208618,-9999,-9999,69.79389954,-9999,200.1041718,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.686624566,-9999,-9999,-9999
3,"PEFR5",15,20120712,2012,64.1,-9999,1,22.47395515,56.94728724,1485.928693,1959.215454,0.771807719,76.41323853,18.96659088,1999.04895,100.6178741,0.209179895,-9999,-9999,-9999,-9999,1.049644039,-9999,2,-9999,-9999,-9999,2000.122925,-9999,-9999,69.85848999,-9999,203.4155426,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.758430468,-9999,-9999,-9999
4,"PEFR5",2,20120712,2012,64,-9999,NA,21.17414665,-0.482683939,53.75213486,50.31531906,0.689804356,76.44477081,18.47940445,2001.675659,100.6088028,0.187616303,-9999,-9999,-9999,-9999,0.891014136,-9999,2,-9999,-9999,-9999,50.04867172,-9999,-9999,71.29154968,-9999,177.2957916,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.068305555,-9999,-9999,-9999
4,"PEFR5",4,20120712,2012,64,-9999,NA,21.06965065,1.980165343,69.79508239,88.80990601,0.68483939,76.40296936,18.42484856,1998.013794,100.6113205,0.180105942,-9999,-9999,-9999,-9999,0.881339116,-9999,2,-9999,-9999,-9999,90.22626495,-9999,-9999,71.49182129,-9999,177.1388702,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.785892988,-9999,-9999,-9999
4,"PEFR5",7,20120712,2012,64,-9999,NA,21.07393456,6.156218856,112.2506377,170.9603119,0.686875461,76.34503174,18.40834618,1998.492676,100.6137085,0.176608525,-9999,-9999,-9999,-9999,0.884910327,-9999,2,-9999,-9999,-9999,175.2510986,-9999,-9999,71.5016098,-9999,176.5944672,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.656588868,-9999,-9999,-9999
4,"PEFR5",8,20120712,2012,64,-9999,NA,21.21248817,9.689104192,147.3963544,242.842041,0.695794683,76.30247498,18.4730072,1998.466797,100.612236,0.170039122,-9999,-9999,-9999,-9999,0.900646638,-9999,2,-9999,-9999,-9999,249.563385,-9999,-9999,71.57159424,-9999,176.0080109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.606963908,-9999,-9999,-9999
4,"PEFR5",9,20120712,2012,64,-9999,NA,21.7502751325,17.0636284175,229.0004728,378.08211515,0.720269032,76.65840912,18.7229805,1999.77194225,100.615249625,0.19216394825,-9999,-9999,-9999,-9999,0.95338143175,-9999,2,-9999,-9999,-9999,389.94451905,-9999,-9999,71.0913200375,-9999,179.1715355,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.60561122675,-9999,-9999,-9999
4,"PEFR5",10,20120712,2012,64,-9999,NA,21.32691002,24.09354475,332.002147,532.8695068,0.704854741,76.07398224,18.61013031,1999.98877,100.6091461,0.201886368,-9999,-9999,-9999,-9999,0.909330229,-9999,2,-9999,-9999,-9999,549.6140747,-9999,-9999,70.47088623,-9999,175.8293915,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.623045873,-9999,-9999,-9999
4,"PEFR5",11,20120712,2012,64,-9999,NA,21.31209946,31.54186278,465.5417152,728.687561,0.707691856,75.88510132,18.61530113,2000.040405,100.6118317,0.202117316,-9999,-9999,-9999,-9999,0.910555403,-9999,2,-9999,-9999,-9999,750.6486206,-9999,-9999,70.26994324,-9999,175.7872009,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.638876989,-9999,-9999,-9999
4,"PEFR5",12,20120712,2012,64,-9999,NA,21.30294418,38.05047242,649.9694003,973.9558716,0.707502345,75.8490448,18.62545967,2000.057373,100.612442,0.198679643,-9999,-9999,-9999,-9999,0.908865462,-9999,2,-9999,-9999,-9999,1000.543945,-9999,-9999,70.34088898,-9999,176.2329254,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.667349948,-9999,-9999,-9999
4,"PEFR5",13,20120712,2012,64,-9999,NA,21.28178596,43.74310539,984.0504934,1368.730713,0.699977449,76.11605072,18.63339806,1999.407471,100.6162949,0.193818711,-9999,-9999,-9999,-9999,0.89900231,-9999,2,-9999,-9999,-9999,1399.53833,-9999,-9999,70.80116272,-9999,176.1621857,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.718951131,-9999,-9999,-9999
4,"PEFR5",15,20120712,2012,64,-9999,NA,21.34745789,47.26131297,1530.668907,1965.922852,0.692898356,76.6379776,18.65273476,1999.216431,100.6164932,0.187677497,-9999,-9999,-9999,-9999,0.895998606,-9999,2,-9999,-9999,-9999,1999.696777,-9999,-9999,71.51126099,-9999,176.0502625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.778600699,-9999,-9999,-9999
5,"CAAQ",4,20120712,2012,65,-9999,NA,21.40575471,1.959701821,78.25809727,88.50675201,0.433033062,86.62477112,18.77849388,1999.300903,100.711792,0.357826905,-9999,-9999,-9999,-9999,0.674833312,-9999,1.950000048,-9999,-9999,-9999,89.34882355,-9999,-9999,82.68817902,-9999,453.2168579,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.884204826,-9999,-9999,-9999
5,"CAAQ",5,20120712,2012,65,-9999,NA,21.50861116,3.828706499,97.99822911,118.9091415,0.443042217,86.47293091,18.80408859,1999.356201,100.7121582,0.329904101,-9999,-9999,-9999,-9999,0.691284378,-9999,1.950000048,-9999,-9999,-9999,120.5010834,-9999,-9999,82.74041748,-9999,455.1715698,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.824143778,-9999,-9999,-9999
5,"CAAQ",6,20120712,2012,65,-9999,NA,21.44485094,5.315343108,119.0715055,147.3960419,0.438938015,86.41379547,18.77771568,1999.560913,100.7135239,0.336438369,-9999,-9999,-9999,-9999,0.68570292,-9999,1.950000048,-9999,-9999,-9999,149.5928802,-9999,-9999,82.61419678,-9999,453.6781311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.807833806,-9999,-9999,-9999
5,"CAAQ",7,20120712,2012,65,-9999,NA,21.43760572,6.996342701,140.1589059,175.7824097,0.445080923,86.29717255,18.77877998,2001.17627,100.714653,0.351980885,-9999,-9999,-9999,-9999,0.68694089,-9999,1.950000048,-9999,-9999,-9999,178.6649933,-9999,-9999,82.26750183,-9999,460.0190125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.797343182,-9999,-9999,-9999
5,"CAAQ",8,20120712,2012,65,-9999,NA,21.54737011,9.8577867645,176.4558323,230.97501375,0.4659739635,85.646808625,18.8116827,2000.188538,100.7155075,0.3185031335,-9999,-9999,-9999,-9999,0.714481664,-9999,1.950000048,-9999,-9999,-9999,235.01179505,-9999,-9999,81.86946106,-9999,464.14239505,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7638822835,-9999,-9999,-9999
5,"CAAQ",9,20120712,2012,65,-9999,NA,21.0807155685714,15.99573593,299.926036042857,382.9609375,0.475344639428571,83.26357923,18.6553475514286,1999.732073,100.720559242857,0.352251600428571,-9999,-9999,-9999,-9999,0.711450106714286,-9999,1.96071434042857,-9999,-9999,-9999,389.576886857143,-9999,-9999,79.0590613228571,-9999,470.537462514286,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.783152208142857,-9999,-9999,-9999
